,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
10,4YcuylQPostKoJAfP3Bk-Q,woolshed-pub-docklands-2,Woolshed Pub,https://s3-media2.fl.yelpcdn.com/bphoto/_GqntUE43FCV0T0VleuMkg/o.jpg,False,https://www.yelp.com/biz/woolshed-pub-docklands-2?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,15,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'australian', 'title': 'Australian'}]",3.0,"{'latitude': -37.816279, 'longitude': 144.944809}",[],$$$,"{'address1': '161 Harbour Esplanade', 'address2': 'Shed 9', 'address3': None, 'city': 'Docklands', 'zip_code': '3008', 'country': 'AU', 'state': 'VIC', 'display_address': ['161 Harbour Esplanade', 'Shed 9', 'Docklands Victoria 3008', 'Australia']}",+61386239640,+61 3 8623 9640,1987.6329925236594
11,Y81Oo2wT-aUrDnBc7Bhr5Q,flying-duck-hotel-prahran,Flying Duck Hotel,https://s3-media2.fl.yelpcdn.com/bphoto/uJTs5V1CpnQazJfiinTAqw/o.jpg,False,https://www.yelp.com/biz/flying-duck-hotel-prahran?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,11,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'gamemeat', 'title': 'Game Meat'}]",4.0,"{'latitude': -37.849798, 'longitude': 144.99739}",[],$$,"{'address1': '67 Bendigo St', 'address2': '', 'address3': '', 'city': 'Prahran', 'zip_code': '3181', 'country': 'AU', 'state': 'VIC', 'display_address': ['67 Bendigo St', 'Prahran Victoria 3181', 'Australia']}",+61395108081,+61 3 9510 8081,4422.779063674821
12,azCcFllD6OZoFBiKeWPLmw,the-elephant-and-wheelbarrow-melbourne,The Elephant & Wheelbarrow,https://s3-media2.fl.yelpcdn.com/bphoto/7dt6bsu3te7zGfwpuN8bsw/o.jpg,False,https://www.yelp.com/biz/the-elephant-and-wheelbarrow-melbourne?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,29,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'restaurants', 'title': 'Restaurants'}]",3.0,"{'latitude': -37.811985, 'longitude': 144.970344}",[],$$,"{'address1': '94-96 Bourke Street', 'address2': None, 'address3': None, 'city': 'Melbourne', 'zip_code': '3000', 'country': 'AU', 'state': 'VIC', 'display_address': ['94-96 Bourke Street', 'Melbourne Victoria 3000', 'Australia']}",+61396398444,+61 3 9639 8444,705.992498305027
13,gewNUJNPhukgy499cF_rtQ,chloes-bar-melbourne-2,Chloe's Bar,https://s3-media1.fl.yelpcdn.com/bphoto/BhrusRDH-EiKziyB4Zm-FQ/o.jpg,False,https://www.yelp.com/biz/chloes-bar-melbourne-2?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.5,"{'latitude': -37.817297, 'longitude': 144.96709}",[],$$,"{'address1': 'Cnr Swanston & Flinders St', 'address2': '', 'address3': None, 'city': 'Melbourne', 'zip_code': '3000', 'country': 'AU', 'state': 'VIC', 'display_address': ['Cnr Swanston & Flinders St', 'Melbourne Victoria 3000', 'Australia']}",+61396503884,+61 3 9650 3884,68.19431209287828
14,8nLZp39j5pRUDEzpK9UdzQ,the-kilburn-hawthorn,The Kilburn,https://s3-media3.fl.yelpcdn.com/bphoto/DXGR6JnaZ4lcAf0DpgMccA/o.jpg,False,https://www.yelp.com/biz/the-kilburn-hawthorn?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,7,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.0,"{'latitude': -37.822793, 'longitude': 145.03514}",[],$$,"{'address1': '348 Burwood Rd', 'address2': '', 'address3': '', 'city': 'Hawthorn', 'zip_code': '3122', 'country': 'AU', 'state': 'VIC', 'display_address': ['348 Burwood Rd', 'Hawthorn Victoria 3122', 'Australia']}",+61399135831,+61 3 9913 5831,5979.848371736623
15,4oUuClIE0u0HtbtsS-M4ww,the-exchange-hotel-port-melbourne,The Exchange Hotel,https://s3-media4.fl.yelpcdn.com/bphoto/tthiERK2x8djrIVNGFxO7g/o.jpg,False,https://www.yelp.com/biz/the-exchange-hotel-port-melbourne?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,8,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'pubfood', 'title': 'Pub Food'}]",3.5,"{'latitude': -37.841988, 'longitude': 144.939}",[],$$,"{'address1': '39 Bay St', 'address2': '', 'address3': '', 'city': 'Port Melbourne', 'zip_code': '3207', 'country': 'AU', 'state': 'VIC', 'display_address': ['39 Bay St', 'Port Melbourne Victoria 3207', 'Australia']}",+61398100058,+61 3 9810 0058,3658.7153298490166
16,XlpMSgECloD5knXQ-kyt-A,imperial-hotel-melbourne-4,Imperial Hotel,https://s3-media1.fl.yelpcdn.com/bphoto/R6JHJq8UmganLgWvB6Wk6Q/o.jpg,False,https://www.yelp.com/biz/imperial-hotel-melbourne-4?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,29,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.5,"{'latitude': -37.81126, 'longitude': 144.97269}",[],$$,"{'address1': '2-8 Bourke St', 'address2': '', 'address3': '', 'city': 'Melbourne', 'zip_code': '3000', 'country': 'AU', 'state': 'VIC', 'display_address': ['2-8 Bourke St', 'Melbourne Victoria 3000', 'Australia']}",+61398100062,+61 3 9810 0062,873.0034719940778
17,P2dYwas-VSDtUEiOD3z2sg,the-cornish-arms-brunswick,The Cornish Arms,https://s3-media1.fl.yelpcdn.com/bphoto/LE7JVqw8zfNur0orMTfWdA/o.jpg,False,https://www.yelp.com/biz/the-cornish-arms-brunswick?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,38,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'restaurants', 'title': 'Restaurants'}]",3.5,"{'latitude': -37.77342, 'longitude': 144.960883}",[],$$,"{'address1': '163A Sydney Rd', 'address2': None, 'address3': None, 'city': 'Brunswick', 'zip_code': '3056', 'country': 'AU', 'state': 'VIC', 'display_address': ['163A Sydney Rd', 'Brunswick Victoria 3056', 'Australia']}",+61393808383,+61 3 9380 8383,4975.782456413818
18,p7uHlVfwlQU2JivDLfDBVQ,mail-exchange-hotel-melbourne,Mail Exchange Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/lxDYe1AWgfVBZXb6hkhu-Q/o.jpg,False,https://www.yelp.com/biz/mail-exchange-hotel-melbourne?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,17,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'pubfood', 'title': 'Pub Food'}]",3.0,"{'latitude': -37.81663, 'longitude': 144.95359}",[],$$,"{'address1': '688 Bourke St', 'address2': '', 'address3': '', 'city': 'Melbourne', 'zip_code': '3000', 'country': 'AU', 'state': 'VIC', 'display_address': ['688 Bourke St', 'Melbourne Victoria 3000', 'Australia']}",+61399036880,+61 3 9903 6880,1237.2459174318872
19,afxY9eLCTB_RWPS1IQuM2A,the-wolf-and-i-windsor,The Wolf & I,https://s3-media4.fl.yelpcdn.com/bphoto/REVvPwpEbCRzt9GzGAPoZw/o.jpg,False,https://www.yelp.com/biz/the-wolf-and-i-windsor?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,10,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'restaurants', 'title': 'Restaurants'}]",3.5,"{'latitude': -37.852832, 'longitude': 144.993284}",[],$$,"{'address1': '152 Chapel St', 'address2': '', 'address3': '', 'city': 'Windsor', 'zip_code': '3181', 'country': 'AU', 'state': 'VIC', 'display_address': ['152 Chapel St', 'Windsor Victoria 3181', 'Australia']}",+61395101819,+61 3 9510 1819,4505.194386793853
20,qgYsRQKM741iJFRJHc-x3Q,the-drunken-poet-west-melbourne,The Drunken Poet,https://s3-media2.fl.yelpcdn.com/bphoto/ta2yMPJifG0f3g-tXIimuQ/o.jpg,False,https://www.yelp.com/biz/the-drunken-poet-west-melbourne?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,11,"[{'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': -37.806671, 'longitude': 144.955632}",[],$$,"{'address1': '65 Peel St', 'address2': None, 'address3': None, 'city': 'West Melbourne', 'zip_code': '3003', 'country': 'AU', 'state': 'VIC', 'display_address': ['65 Peel St', 'West Melbourne Victoria 3003', 'Australia']}",+61393489797,+61 3 9348 9797,1615.948055922553
21,RwkNj26D6ia8HlOyhEUNcA,terminus-hotel-abbotsford,Terminus Hotel,https://s3-media2.fl.yelpcdn.com/bphoto/LRzv1Kyb_wXLjpnyllSa1g/o.jpg,False,https://www.yelp.com/biz/terminus-hotel-abbotsford?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,23,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.5,"{'latitude': -37.81104, 'longitude': 145.00724}",[],$$,"{'address1': '605 Victoria St', 'address2': None, 'address3': None, 'city': 'Abbotsford', 'zip_code': '3067', 'country': 'AU', 'state': 'VIC', 'display_address': ['605 Victoria St', 'Abbotsford Victoria 3067', 'Australia']}",+61394270615,+61 3 9427 0615,3584.080875184606
22,VhxVXoDFRrMVxv8dTIobfw,the-duke-of-wellington-melbourne,The Duke of Wellington Pub & Rooftop Bar,https://s3-media3.fl.yelpcdn.com/bphoto/1V6aoCLi46G-CBILouuZyw/o.jpg,False,https://www.yelp.com/biz/the-duke-of-wellington-melbourne?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,27,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'australian', 'title': 'Australian'}]",3.0,"{'latitude': -37.816552, 'longitude': 144.97003}",[],$$,"{'address1': '146 Flinders Street', 'address2': '', 'address3': '', 'city': 'Melbourne', 'zip_code': '3000', 'country': 'AU', 'state': 'VIC', 'display_address': ['146 Flinders Street', 'Melbourne Victoria 3000', 'Australia']}",+61398100066,+61 3 9810 0066,277.93693879263355
23,NLGQpr2RiQk-VcAIEQscMw,the-brunswick-hotel-brunswick,The Brunswick Hotel,https://s3-media1.fl.yelpcdn.com/bphoto/jrTxYBT2w2xFqBSYCG4Gew/o.jpg,False,https://www.yelp.com/biz/the-brunswick-hotel-brunswick?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,8,"[{'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.0,"{'latitude': -37.7746124, 'longitude': 144.9609985}",[],$,"{'address1': '140 Sydney Road', 'address2': '', 'address3': '', 'city': 'Brunswick', 'zip_code': '3056', 'country': 'AU', 'state': 'VIC', 'display_address': ['140 Sydney Road', 'Brunswick Victoria 3056', 'Australia']}",+6193876637,+61 93876637,4868.127679554186
24,j-y0suBW_5d4WzRpK6Xkmg,the-fox-on-montague-south-melbourne-2,The Fox on Montague,https://s3-media3.fl.yelpcdn.com/bphoto/xpYftAJcZKt_HaU0OX57fw/o.jpg,False,https://www.yelp.com/biz/the-fox-on-montague-south-melbourne-2?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,2,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'restaurants', 'title': 'Restaurants'}]",3.0,"{'latitude': -37.837609, 'longitude': 144.954078}",[],,"{'address1': '355 Park St', 'address2': '', 'address3': '', 'city': 'South Melbourne', 'zip_code': '3205', 'country': 'AU', 'state': 'VIC', 'display_address': ['355 Park St', 'South Melbourne Victoria 3205', 'Australia']}",+61399399022,+61 3 9939 9022,2484.4615748403985
25,UEd56BELawru48Tn1PRGaw,stomping-ground-brewing-collingwood,Stomping Ground Brewing,https://s3-media4.fl.yelpcdn.com/bphoto/iH0x5WOw_4ZK3Uvz6aPEJQ/o.jpg,False,https://www.yelp.com/biz/stomping-ground-brewing-collingwood?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,18,"[{'alias': 'breweries', 'title': 'Breweries'}]",4.5,"{'latitude': -37.80469, 'longitude': 144.99069}",[],$$,"{'address1': '100 Gipps St', 'address2': '', 'address3': '', 'city': 'Collingwood', 'zip_code': '3066', 'country': 'AU', 'state': 'VIC', 'display_address': ['100 Gipps St', 'Collingwood Victoria 3066', 'Australia']}",+61394151944,+61 3 9415 1944,2546.1272490649962
26,ACkd6LpVSyFe6QGWUBQ9kg,tap831-docklands,TAP831,https://s3-media1.fl.yelpcdn.com/bphoto/wqBg8WOXqmQ3AoI9L45PZQ/o.jpg,False,https://www.yelp.com/biz/tap831-docklands?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,4,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'modern_australian', 'title': 'Modern Australian'}]",4.0,"{'latitude': -37.819962, 'longitude': 144.943739}",[],,"{'address1': '831 Bourke St', 'address2': None, 'address3': '', 'city': 'Docklands', 'zip_code': '3008', 'country': 'AU', 'state': 'VIC', 'display_address': ['831 Bourke St', 'Docklands Victoria 3008', 'Australia']}",+61385921220,+61 3 8592 1220,2086.556608532034
27,-kePmvu8VNWXg2Hggu_m4A,hardimans-hotel-kensington-2,Hardimans Hotel,https://s3-media2.fl.yelpcdn.com/bphoto/m0CN8fYzXtLTKvEcUDpPGg/o.jpg,False,https://www.yelp.com/biz/hardimans-hotel-kensington-2?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,4,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",3.5,"{'latitude': -37.79442, 'longitude': 144.92836}",[],$$,"{'address1': '521 Macaulay Road', 'address2': None, 'address3': '', 'city': 'Kensington', 'zip_code': '3031', 'country': 'AU', 'state': 'VIC', 'display_address': ['521 Macaulay Road', 'Kensington Victoria 3031', 'Australia']}",+61393722666,+61 3 9372 2666,4305.470968303584
28,swvVZMfZ3VUqpCgGmwPqqg,prince-alfred-hotel-carlton,Prince Alfred Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/-DwTYIFm_mtYbwnHEOppeA/o.jpg,False,https://www.yelp.com/biz/prince-alfred-hotel-carlton?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,4,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",3.0,"{'latitude': -37.800368, 'longitude': 144.962305}",[],$,"{'address1': '191 Grattan St', 'address2': None, 'address3': None, 'city': 'Carlton', 'zip_code': '3053', 'country': 'AU', 'state': 'VIC', 'display_address': ['191 Grattan St', 'Carlton Victoria 3053', 'Australia']}",+61399821813,+61 3 9982 1813,1996.5292932416485
29,sKKyRIEvPnVpi12TAhRBKQ,captain-melville-melbourne,Captain Melville,https://s3-media1.fl.yelpcdn.com/bphoto/7rlsSjNOChi_JwBl3HETEg/o.jpg,False,https://www.yelp.com/biz/captain-melville-melbourne?adjust_creative=SgvF6h_HqqoQUidgQLS9Tg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SgvF6h_HqqoQUidgQLS9Tg,54,"[{'alias': 'australian', 'title': 'Australian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'international', 'title': 'International'}]",4.0,"{'latitude': -37.80759, 'longitude': 144.96164}",[],$$,"{'address1': '34 Franklin St', 'address2': '', 'address3': '', 'city': 'Melbourne', 'zip_code': '3000', 'country': 'AU', 'state': 'VIC', 'display_address': ['34 Franklin St', 'Melbourne Victoria 3000', 'Australia']}",+61396636855,+61 3 9663 6855,1249.2075484941224
